id,sku_spec,sjbm,origin_sjbm
1667281924856322,直边经典黑囍歡;苹果11,TPU-黑色-苹果11-囍歡,
1667281924991505,直边古董白蓝色爱心;苹果12mini,TPU-古董白-苹果12MINI-蓝色爱心,
1667281924999682,直边古董白2;vivoY85,TPU-古董白-VIVOY85-2308310460922,
1667281924999683,直边经典黑苦;vivoY93\y93s,TPU-黑色-VIVOY93-苦,
1667281924999684,直边透明壳2;vivoiQOOZ3,TPU-透明-VIVOIQOOZ3-2333587219920,
1667281924999685,直边透明壳不谈恋爱;苹果12,TPU-透明-苹果12-不谈恋爱,
1667281924999686,直边古董白3;苹果7\苹果8,TPU-古董白-苹果7-3318098616896,
1667281924999687,直边古董白2;vivoY83,TPU-古董白-VIVOY83-2308310460922,
1667281924999688,直边透明壳1;苹果12,TPU-透明-苹果12-1333587219920,
1667281924999689,直边透明壳单身贵族;vivoY85,TPU-透明-VIVOY85-单身贵族,
1667281924999690,直边古董白7;红米K40,TPU-古董白-红米K40-7318098616896,
1667281924999691,直边古董白1;苹果11,TPU-古董白-苹果11-1333587219920,
1667281924999692,直边古董白2;vivoY93\y93s,TPU-古董白-VIVOY93-2308310460922,
1667281925003778,直边古董白单身贵族;VIVOIQOONEO\Y7S,TPU-古董白-VIVOIQOONEO-单身贵族,
1667281925003779,直边透明壳红色爱心;苹果xs,TPU-透明-苹果X-红色爱心,
1667281925003780,直边经典黑1;OPPOA72\A53,TPU-黑色-OPPOA72-1333587219920,
1667281925003781,直边透明壳8;vivoX9,TPU-透明-VIVOX9-8318098616896,
1667281925003782,直边经典黑2;vivoY5s,TPU-黑色-VIVOY5S-2308310460922,
1667281925003783,直边经典黑单身贵族;vivoiQOOZ3,TPU-黑色-VIVOIQOOZ3-单身贵族,
1667281925003784,直边古董白红色爱心;苹果6/苹果6s,TPU-古董白-苹果6-红色爱心,
1667281925003785,直边透明壳4;vivoy3/y3s,TPU-透明-VIVOY3-4318098616896,
1667281925003786,直边经典黑2;红米9A,TPU-黑色-红米9A-2308310460922,
1667281925003787,直边透明壳单身贵族;苹果11,TPU-透明-苹果11-单身贵族,
1667281925003788,直边透明壳红色爱心;苹果7plus/苹果8plus,TPU-透明-苹果7PLUS-红色爱心,
1667281925007874,直边古董白4;苹果7plus\苹果8plus,TPU-古董白-苹果7PLUS-4318098616896,
1667281925007875,直边古董白2;苹果12,TPU-古董白-苹果12-2308310460922,
1667281925007876,直边透明壳红色爱心;苹果6plus/苹果6splus,TPU-透明-苹果6PLUS-红色爱心,
1667281925007877,直边古董白9;vivoy3/y3s,TPU-古董白-VIVOY3-9318098616896,
1667281925007878,直边经典黑1;OPPOA8,TPU-黑色-OPPOA8-1308310460922,
1667281925007879,直边透明壳1;vivoY93\y93s,TPU-透明-VIVOY93-1333587219920,
1667281925007880,直边经典黑囍歡;红米9A,TPU-黑色-红米9A-囍歡,
1667281925007881,直边古董白不谈恋爱;vivoY52s\IQ00U3,TPU-古董白-VIVOY52S-不谈恋爱,
1667281925007882,直边古董白10;定制（其它型号务必请找客服备注）,TPU-古董白--10318098616896,
1667281925011969,直边古董白1;OPPOA8,TPU-古董白-OPPOA8-1333587219920,
1667281925011970,直边经典黑囍;华为畅玩20,TPU-黑色-荣耀畅玩20-囍,
1667281925011971,直边古董白不谈恋爱;苹果7plus\苹果8plus,TPU-古董白-苹果7PLUS-不谈恋爱,
1667281925011972,直边透明壳1;苹果13ProMax,TPU-透明-苹果13PROMAX-1308310460922,
1667281925011973,直边经典黑2;苹果7\苹果8,TPU-黑色-苹果7-2333587219920,
1667281925011974,直边经典黑1;红米K40,TPU-黑色-红米K40-1318098616896,
1667281925011975,直边古董白单身贵族;vivoY93\y93s,TPU-古董白-VIVOY93-单身贵族,
1667281925011976,直边古董白囍;苹果X\苹果XS,TPU-古董白-苹果X-囍,
1667281925011977,直边古董白2;vivoiQOOZ3,TPU-古董白-VIVOIQOOZ3-2308310460922,
1667281925011978,直边古董白蓝色爱心;苹果12,TPU-古董白-苹果12-蓝色爱心,
1667281925011979,直边透明壳2;红米9A,TPU-透明-红米9A-2333587219920,
1667281925011980,直边古董白2;红米9A,TPU-古董白-红米9A-2308310460922,
1667281925016066,直边透明壳囍;华为畅玩20,TPU-透明-荣耀畅玩20-囍,
1667281925016067,直边透明壳红色爱心;苹果12ProMax,TPU-透明-苹果12PROMAX-红色爱心,
1667281925016068,直边古董白不谈恋爱;VIVOIQOONEO\Y7S,TPU-古董白-VIVOIQOONEO-不谈恋爱,
1667281925016069,直边透明壳1;苹果XSMax,TPU-透明-苹果XSMAX-1333587219920,
1667281925016070,直边透明壳1;vivoX27,TPU-透明-VIVOX27-1308310460922,
1667281925016071,直边经典黑蓝色爱心;苹果 XPLUS,TPU-黑色-苹果X-蓝色爱心,
1667281925016072,直边经典黑不谈恋爱;vivoiQOOZ3,TPU-黑色-VIVOIQOOZ3-不谈恋爱,
1667281925016073,直边经典黑1;小米1A,TPU-黑色--,
1667281925016074,直边经典黑红色爱心;苹果x,TPU-黑色-苹果X-红色爱心,
1667281925020162,直边古董白单身贵族;苹果6plus\苹果6splus,TPU-古董白-苹果6PLUS-单身贵族,
1667281925020163,直边透明壳2;vivoX9,TPU-透明-VIVOX9-2308310460922,
1667281925020164,直边古董白单身贵族;OPPOA11x\A11,TPU-古董白-OPPOA11X-单身贵族,
1667281925020165,直边古董白1;vivoY52s\IQ00U3,TPU-古董白-VIVOY52S-1308310460922,
1667281925020166,直边经典黑单身贵族;苹果7plus\苹果8plus,TPU-黑色-苹果7PLUS-单身贵族,
1667281925024257,直边经典黑2;苹果12,TPU-黑色-苹果12-2308310460922,
1667281925024258,直边经典黑不谈恋爱;苹果6,TPU-黑色-苹果6-不谈恋爱,
1667281925024259,直边古董白2;苹果6plus\苹果6splus,TPU-古董白-苹果6PLUS-2308310460922,
1667281925024260,直边经典黑不谈恋爱;苹果6plus\苹果6splus,TPU-黑色-苹果6PLUS-不谈恋爱,
1667281925024261,直边古董白1;小米1A,TPU-古董白--,
1667281925028353,直边经典黑不谈恋爱;vivoY3\Y3S\U3X,TPU-黑色-VIVOY3-不谈恋爱,
1667281925028354,直边经典黑苦;苹果7\苹果8,TPU-黑色-苹果7-苦,
1667281925028355,直边古董白2;vivoY3\Y3S\U3X,TPU-古董白-VIVOY3-2333587219920,
1667281925028356,直边经典黑4;苹果7plus\苹果8plus,TPU-黑色-苹果7PLUS-4318098616896,
1667281925028357,直边透明壳4;苹果7plus\苹果8plus,TPU-透明-苹果7PLUS-4318098616896,
1667281925028358,直边古董白1;OPPOA5,TPU-古董白-OPPOA5-1333587219920,
1667281925028359,直边古董白蓝色爱心;苹果13Pro,TPU-古董白-苹果13PRO-蓝色爱心,
